,customer_id,gender,past_3_years_bike_related_purchases,DOB,job_title,job_industry_category,wealth_segment,deceased_indicator,owns_car,tenure,full_name,age
1418,1419,M,5,1967-01-11,Physical Therapy Assistant,Financial Services,Mass Customer,N,Yes,4.0,Roddy-Ollerton,55
1419,1420,F,14,1959-10-12,Dental Hygienist,Health,Mass Customer,N,No,11.0,Minni-Hanner,63
1420,1421,F,74,1956-04-14,Senior Editor,Property,Mass Customer,N,No,20.0,Mallorie-Gouth,66
1421,1422,M,31,1972-03-13,Nuclear Power Engineer,Manufacturing,Affluent Customer,N,Yes,16.0,Georgy-Rickwood,50
1422,1423,F,51,1959-06-17,Project Manager,Manufacturing,Mass Customer,N,No,19.0,Tiphanie-Klossek,63
1423,1424,M,56,1974-08-03,Occupational Therapist,Health,High Net Worth,N,Yes,14.0,Allin-Arbuckel,48
1424,1425,M,20,1986-07-06,General Manager,Retail,High Net Worth,N,Yes,11.0,Chrisy-Sivess,36
1425,1426,F,72,1956-08-23,Financial Advisor,Financial Services,Mass Customer,N,No,17.0,Allyn-Carswell,66
1426,1427,M,14,1993-12-09,Environmental Specialist,Financial Services,High Net Worth,N,No,8.0,Jodie-Juett,29
1427,1428,F,93,1998-11-15,Sales Representative,Retail,High Net Worth,N,No,1.0,Morissa-Ozintsev,24
1428,1429,M,94,1980-12-03,Legal Assistant,Health,Mass Customer,N,Yes,12.0,Dante-Jikylls,42
1429,1430,F,86,1999-07-24,Biostatistician I,Manufacturing,Mass Customer,N,Yes,3.0,Kalli-Pigeram,23
1430,1431,M,29,1975-05-13,Sales Associate,Financial Services,Affluent Customer,N,Yes,17.0,Derek-Malafe,47
1431,1432,M,70,1998-11-26,Tax Accountant,Argiculture,High Net Worth,N,Yes,2.0,Hiram-Kittiman,24
1432,1433,F,15,1958-09-25,Account Coordinator,IT,Mass Customer,N,No,20.0,Marya-Szwandt,64
1433,1434,M,42,1973-08-14,Statistician I,Property,High Net Worth,N,No,9.0,Craig-Guswell,49
1434,1435,M,96,1968-04-27,Software Engineer II,Telecommunications,Affluent Customer,N,Yes,19.0,Derek-Podmore,54
1436,1437,M,35,1974-09-12,Electrical Engineer,Manufacturing,Affluent Customer,N,No,20.0,Gearalt-Challis,48
1437,1438,F,27,1975-11-01,Social Worker,Health,Mass Customer,N,Yes,14.0,Winifred-MacRonald,47
1438,1439,M,97,1965-07-28,GIS Technical Architect,Retail,Mass Customer,N,No,19.0,Leupold-Detoc,57
1439,1440,F,19,1965-11-22,Human Resources Manager,Financial Services,High Net Worth,N,Yes,12.0,Consuela-O'Logan,57
1443,1444,M,97,1975-04-14,Payment Adjustment Coordinator,Health,Mass Customer,N,No,8.0,Claudian-Ruos,47
1444,1445,F,57,1973-03-29,Web Designer II,IT,Affluent Customer,N,No,18.0,Bettine-Yoselevitch,49
1445,1446,M,51,1987-04-15,Engineer I,Manufacturing,Mass Customer,N,No,17.0,Gabriello-Nell,35
1446,1447,M,29,1996-06-16,Civil Engineer,Manufacturing,Mass Customer,N,No,4.0,Renaldo-Maudsley,26
1447,1448,M,40,1988-08-09,VP Product Management,Property,Mass Customer,N,No,20.0,Hinze-Bullent,34
1449,1450,F,23,1964-01-24,Statistician I,Manufacturing,Affluent Customer,N,No,6.0,Floris-Dunkerley,58
1450,1451,F,32,1977-02-01,Junior Executive,Argiculture,Mass Customer,N,Yes,16.0,Courtney-Meas,45
1451,1452,M,99,1955-12-31,Safety Technician III,Retail,Mass Customer,N,No,20.0,Zachery-Hamber,67
1452,1453,M,54,1977-07-30,Computer Systems Analyst I,Health,High Net Worth,N,No,13.0,Ahmed-nan,45
1453,1454,M,4,1979-04-07,Physical Therapy Assistant,Argiculture,Mass Customer,N,Yes,3.0,Caesar-Wattam,43
1454,1455,F,2,1992-07-26,Software Engineer I,Property,Affluent Customer,N,No,8.0,Cleo-nan,30
1455,1456,M,97,1964-12-11,Health Coach II,Property,Mass Customer,N,Yes,6.0,Berkie-Croall,58
1457,1458,M,40,1956-10-22,Account Representative IV,Telecommunications,Affluent Customer,N,No,11.0,Ashley-Behneke,66
1458,1459,M,89,1998-06-16,Senior Sales Associate,Manufacturing,Mass Customer,N,No,4.0,Haydon-Berkery,24
1459,1460,M,92,1973-07-03,Information Systems Manager,Financial Services,High Net Worth,N,Yes,13.0,Morley-Shutt,49
1461,1462,M,16,1995-11-07,VP Accounting,Financial Services,Mass Customer,N,Yes,1.0,Omero-Hauxley,27
1462,1463,M,53,1965-04-18,Chief Design Engineer,Property,High Net Worth,N,Yes,18.0,Willie-Landsberg,57
1464,1465,F,53,1971-02-18,Mechanical Systems Engineer,Financial Services,Mass Customer,N,Yes,5.0,Wilona-Osgood,51
1465,1466,F,62,1998-01-05,Cost Accountant,Financial Services,High Net Worth,N,Yes,2.0,Cyndia-Gull,24
1467,1468,F,37,1978-01-10,Financial Advisor,Financial Services,Mass Customer,N,No,22.0,Adaline-Hayles,44
1468,1469,M,77,1957-06-29,Financial Advisor,Financial Services,Affluent Customer,N,Yes,14.0,Shermy-nan,65
1469,1470,M,62,1995-12-04,Senior Cost Accountant,Financial Services,High Net Worth,N,Yes,8.0,Albie-Pach,27
1471,1472,F,3,1964-03-03,Environmental Specialist,Financial Services,Mass Customer,N,No,17.0,Demeter-Robbeke,58
1473,1474,M,54,1986-05-27,Structural Analysis Engineer,Health,Mass Customer,N,Yes,21.0,Farley-Rosen,36
1474,1475,M,41,1985-07-21,Recruiting Manager,Retail,Affluent Customer,N,Yes,7.0,Aristotle-Jess,37
1477,1478,M,40,1992-12-05,VP Quality Control,Financial Services,High Net Worth,N,No,9.0,Fulton-Blayney,30
1478,1479,M,25,1977-10-20,Help Desk Technician,Argiculture,Mass Customer,N,No,21.0,Avrom-Clougher,45
1480,1481,F,93,1976-06-26,Senior Financial Analyst,Financial Services,Affluent Customer,N,No,14.0,Ellissa-Stanney,46
1481,1482,M,29,1979-04-30,Electrical Engineer,Manufacturing,Mass Customer,N,No,12.0,Georas-Niesel,43
1482,1483,F,55,1971-12-11,Senior Quality Engineer,Telecommunications,Mass Customer,N,Yes,14.0,Beth-Daile,51
1484,1485,M,50,1969-08-02,Food Chemist,Health,Mass Customer,N,Yes,6.0,Meredeth-Luck,53
1485,1486,M,14,1978-08-07,Geological Engineer,Manufacturing,Mass Customer,N,No,10.0,Dag-Landell,44
1488,1489,M,17,1993-05-13,Teacher,Health,Mass Customer,N,No,4.0,Mead-Wollard,29
1489,1490,F,36,1970-01-03,Cost Accountant,Financial Services,Mass Customer,N,Yes,6.0,Lusa-Hargerie,52
1490,1491,F,96,1997-08-03,Senior Sales Associate,Health,Mass Customer,N,Yes,4.0,Agneta-Swiggs,25
1492,1493,F,51,1987-08-12,Engineer II,Argiculture,High Net Worth,N,No,22.0,Lisabeth-Fundell,35
1494,1495,F,4,1989-08-14,Physical Therapy Assistant,Health,High Net Worth,N,Yes,8.0,Charmion-Dobsons,33
1495,1496,F,22,1998-05-02,Human Resources Manager,IT,Affluent Customer,N,No,3.0,Cordie-Disbrow,24
1496,1497,F,70,1973-11-08,Marketing Assistant,Retail,High Net Worth,N,No,14.0,Karole-Grinin,49
1498,1499,M,88,1973-08-18,Design Engineer,Manufacturing,Mass Customer,N,Yes,11.0,Patton-Wrey,49
1500,1501,F,74,1973-07-31,Account Executive,Property,Mass Customer,N,Yes,14.0,Shelby-Trayhorn,49
1501,1502,F,52,1990-03-26,Design Engineer,Financial Services,Affluent Customer,N,Yes,11.0,Margalit-Handrick,32
1503,1504,M,98,1975-01-03,Data Coordiator,Property,Affluent Customer,N,Yes,13.0,Coop-Corneck,47
1504,1505,M,90,1993-10-21,Recruiting Manager,Financial Services,Mass Customer,N,No,3.0,Cristian-Trounce,29
1507,1508,M,80,1986-08-28,Clinical Specialist,Health,Affluent Customer,N,Yes,11.0,Orv-Milland,36
1509,1510,M,94,1959-02-05,Actuary,Financial Services,Mass Customer,N,No,18.0,Timmie-Chitty,63
1510,1511,M,97,1990-07-08,Internal Auditor,Financial Services,Mass Customer,N,No,4.0,Yves-Trehearne,32
1514,1515,M,80,1990-08-19,Geological Engineer,Manufacturing,Mass Customer,N,Yes,2.0,Dietrich-Escott,32
1515,1516,M,6,1967-07-12,VP Sales,IT,Affluent Customer,N,No,19.0,Ham-Pietrusiak,55
1516,1517,M,90,1987-09-15,Operator,IT,Affluent Customer,N,No,12.0,Murdoch-Twort,35
1517,1518,M,66,1971-01-02,Safety Technician IV,Property,Affluent Customer,N,No,18.0,Dallon-Greatreax,51
1518,1519,M,35,2001-11-30,Administrative Assistant IV,Telecommunications,High Net Worth,N,Yes,1.0,Marwin-Jeyness,21
1520,1521,M,49,1995-11-13,Business Systems Development Analyst,Financial Services,Affluent Customer,N,Yes,22.0,Pernell-Duffett,27
1521,1522,M,57,1994-06-13,Paralegal,Financial Services,Mass Customer,N,No,7.0,Hubie-Thunnerclef,28
1522,1523,M,78,1959-09-06,Product Engineer,Financial Services,Mass Customer,N,Yes,17.0,Brnaba-Dighton,63
1523,1524,F,7,1975-04-29,Administrative Officer,Financial Services,Mass Customer,N,Yes,16.0,Bonni-Drakers,47
1524,1525,F,43,1966-07-15,Database Administrator III,Financial Services,High Net Worth,N,No,5.0,Philis-Whittam,56
1525,1526,M,50,1964-11-07,Editor,Manufacturing,Mass Customer,N,Yes,19.0,Charlie-MacKibbon,58
1526,1527,M,23,1997-10-15,Chemical Engineer,Manufacturing,Mass Customer,N,No,2.0,Gerek-Chape,25
1528,1529,F,0,1986-10-21,Media Manager III,Financial Services,High Net Worth,N,Yes,5.0,Tansy-Beltzner,36
1529,1530,M,89,1976-01-12,Pharmacist,Health,Mass Customer,N,Yes,9.0,Alexandr-Maylard,46
1530,1531,F,20,1966-03-17,Administrative Assistant III,Financial Services,Mass Customer,N,Yes,13.0,Evaleen-Pusey,56
1531,1532,F,27,1972-10-26,VP Accounting,Financial Services,Mass Customer,N,Yes,10.0,Marty-Wiggall,50
1532,1533,F,59,1977-07-02,Social Worker,Health,Affluent Customer,N,Yes,8.0,Sonia-Rous,45
1533,1534,F,74,1998-11-30,Human Resources Assistant I,Manufacturing,Mass Customer,N,No,4.0,Rosabelle-Hollington,24
1534,1535,M,80,1997-04-08,Cost Accountant,Financial Services,Affluent Customer,N,Yes,3.0,Emanuel-Baukham,25
1535,1536,F,28,1979-10-04,Software Consultant,Financial Services,Affluent Customer,N,Yes,15.0,Tiffany-Fanshaw,43
1536,1537,M,23,1969-11-17,Librarian,Entertainment,Mass Customer,N,No,10.0,Andres-Beranek,53
1537,1538,M,74,1989-04-22,Pharmacist,Health,High Net Worth,N,Yes,12.0,Ahmed-Edmondson,33
1539,1540,F,53,1962-03-17,Mechanical Systems Engineer,Property,Mass Customer,N,Yes,19.0,Ilene-Agett,60
1540,1541,F,7,1954-12-28,Structural Engineer,Argiculture,Mass Customer,N,Yes,13.0,Dynah-Grimes,68
1541,1542,M,56,1978-07-27,Food Chemist,Health,Mass Customer,N,Yes,12.0,Sanders-Fernyhough,44
1543,1544,M,75,1963-08-22,Dental Hygienist,Health,Affluent Customer,N,Yes,11.0,Keane-Moneypenny,59
1544,1545,M,34,1977-09-06,Associate Professor,Health,Mass Customer,N,Yes,15.0,Carver-Saturley,45
1545,1546,F,22,1956-10-28,Compensation Analyst,Financial Services,Mass Customer,N,Yes,8.0,Natalya-Moscone,66
1549,1550,F,3,1986-09-12,Programmer Analyst II,IT,Mass Customer,N,Yes,12.0,Nell-MacCafferky,36
1550,1551,F,37,1975-05-30,Computer Systems Analyst I,Entertainment,Affluent Customer,N,No,17.0,Joell-Balfe,47
1551,1552,M,80,1988-06-06,Research Associate,Entertainment,Mass Customer,N,Yes,8.0,Cully-Mangeon,34
1552,1553,F,68,1956-05-31,Administrative Assistant IV,Retail,High Net Worth,N,No,7.0,Vanna-Matts,66
1553,1554,M,83,1994-08-12,Assistant Manager,Retail,Affluent Customer,N,No,3.0,Land-Aarons,28
1554,1555,M,60,1962-08-19,Tax Accountant,Health,High Net Worth,N,No,15.0,Marcello-Spenclay,60
1555,1556,M,30,1986-03-25,Web Developer III,Manufacturing,Mass Customer,N,Yes,6.0,Bartram-Brownstein,36
1556,1557,M,64,1975-08-14,Speech Pathologist,Financial Services,Mass Customer,N,No,6.0,Efren-Castanos,47
1557,1558,M,14,1991-05-12,Information Systems Manager,Financial Services,Affluent Customer,N,No,2.0,Oberon-Scading,31
1560,1561,M,47,1975-03-14,Graphic Designer,Manufacturing,Mass Customer,N,Yes,14.0,Clemens-Rawll,47
1562,1563,M,39,1992-03-10,Account Representative IV,Property,Mass Customer,N,No,9.0,Crosby-Claeskens,30
1563,1564,F,42,1964-02-27,Geologist III,Retail,Mass Customer,N,No,16.0,Sascha-Tander,58
1564,1565,M,71,1953-08-17,Sales Representative,Retail,High Net Worth,N,Yes,11.0,Jay-Janiszewski,69
1565,1566,M,95,1962-01-03,Executive Secretary,Argiculture,Mass Customer,N,No,17.0,Stavros-Goodinson,60
1567,1568,F,78,1980-05-23,Chemical Engineer,Manufacturing,Mass Customer,N,Yes,9.0,Bellanca-Strutz,42
1569,1570,F,70,1995-11-20,Staff Accountant III,Entertainment,Mass Customer,N,No,17.0,Phil-Dodle,27
1570,1571,M,19,1980-09-08,Clinical Specialist,Health,Mass Customer,N,Yes,22.0,Tadeas-McUre,42
1571,1572,M,51,1957-07-26,Recruiting Manager,Financial Services,High Net Worth,N,Yes,16.0,Tam-Jahner,65
1572,1573,F,48,1994-07-05,Web Designer I,Property,Mass Customer,N,Yes,4.0,Aurea-Reubens,28
1574,1575,F,82,1989-03-13,Design Engineer,Retail,Mass Customer,N,No,17.0,Phaidra-Jindacek,33
1575,1576,M,77,1985-11-10,VP Marketing,Financial Services,Mass Customer,N,No,20.0,Reube-Roscrigg,37
1576,1577,F,87,1976-09-08,Automation Specialist I,Manufacturing,High Net Worth,N,No,10.0,Diannne-Teager,46
1578,1579,F,40,1978-01-27,Desktop Support Technician,Financial Services,Affluent Customer,N,Yes,17.0,Madelaine-Siegertsz,44
1579,1580,M,23,1981-06-21,Associate Professor,Retail,High Net Worth,N,No,5.0,Laird-Prover,41
1580,1581,F,26,1974-04-13,Recruiter,Argiculture,Mass Customer,N,No,13.0,Melessa-Delyth,48
1581,1582,M,32,1978-01-14,Office Assistant III,Property,Mass Customer,N,No,4.0,Francesco-Wasson,44
1583,1584,F,93,1992-04-27,Legal Assistant,Manufacturing,Mass Customer,N,No,9.0,Susanetta-nan,30
1584,1585,M,87,1961-04-07,Pharmacist,Health,Mass Customer,N,Yes,5.0,Stillman-Sackur,61
1585,1586,F,47,1985-12-27,Physical Therapy Assistant,Manufacturing,High Net Worth,N,No,15.0,Madelena-Risson,37
1586,1587,M,17,1986-08-16,Software Test Engineer III,Entertainment,Affluent Customer,N,Yes,12.0,Kevan-Laminman,36
1587,1588,M,24,1983-01-28,Administrative Officer,IT,High Net Worth,N,Yes,7.0,Dukey-McCrie,39
1588,1589,M,83,1989-07-08,Human Resources Manager,Health,Mass Customer,N,Yes,4.0,Walker-Bartalot,33
1589,1590,F,8,1965-12-09,Assistant Manager,Retail,Mass Customer,N,No,14.0,Crystie-Fontanet,57
1590,1591,M,4,1976-09-14,Operator,Manufacturing,Mass Customer,N,Yes,14.0,Fonz-Jankin,46
1592,1593,F,69,1979-10-11,Tax Accountant,IT,Mass Customer,N,No,17.0,Tommy-Kupisz,43
1593,1594,M,62,1981-11-26,Human Resources Manager,Property,Mass Customer,N,No,7.0,Rolando-Amyes,41
1594,1595,F,15,1976-02-21,Senior Financial Analyst,Financial Services,High Net Worth,N,Yes,11.0,Kora-Paoli,46
1595,1596,M,2,1969-07-01,Cost Accountant,Financial Services,High Net Worth,N,Yes,8.0,Vinnie-Sails,53
1596,1597,M,93,1977-02-01,Nurse Practicioner,Retail,Affluent Customer,N,No,14.0,Jeffry-Slowly,45
1599,1600,F,20,1985-05-21,Senior Financial Analyst,Financial Services,High Net Worth,N,No,2.0,Priscella-Stathers,37
1600,1601,F,45,1993-02-11,Desktop Support Technician,Manufacturing,Affluent Customer,N,No,1.0,Nita-McCarthy,29
1601,1602,M,68,1979-01-09,Professor,Retail,Mass Customer,N,No,15.0,Shamus-Dennerly,43
1602,1603,M,89,1988-11-20,Quality Engineer,Manufacturing,Affluent Customer,N,Yes,20.0,Osgood-Emerine,34
1606,1607,F,39,1988-01-22,Marketing Assistant,Retail,Mass Customer,N,Yes,15.0,Tiffani-Van Castele,34
1608,1609,M,64,1996-11-26,Professor,Property,Mass Customer,N,Yes,3.0,Reginald-Hanwright,26
1610,1611,M,93,1971-11-22,Developer IV,Health,High Net Worth,N,Yes,13.0,Terencio-nan,51
1611,1612,M,70,1987-04-17,Community Outreach Specialist,Financial Services,High Net Worth,N,Yes,22.0,Wendel-Headland,35
1615,1616,M,75,1955-08-16,Media Manager II,Retail,High Net Worth,N,Yes,19.0,Shamus-Attenbrough,67
1616,1617,F,97,1978-07-06,Compensation Analyst,Financial Services,Affluent Customer,N,No,10.0,Jannelle-Ort,44
1620,1621,F,10,1974-09-09,Social Worker,Health,Mass Customer,N,No,22.0,Sibley-Eliyahu,48
1622,1623,F,29,1997-12-24,Software Test Engineer III,Entertainment,High Net Worth,N,Yes,2.0,Katy-Taffee,25
1623,1624,M,18,1980-05-04,Compensation Analyst,Financial Services,Mass Customer,N,Yes,6.0,Hakim-Burnhard,42
1624,1625,M,20,1977-12-09,Information Systems Manager,Property,Mass Customer,N,Yes,10.0,Caryl-Clara,45
1625,1626,F,82,1979-04-19,VP Accounting,Financial Services,Mass Customer,N,No,14.0,Fanchon-Fist,43
1626,1627,M,44,1961-11-19,Librarian,Entertainment,Affluent Customer,N,No,16.0,Vladimir-Morphet,61
1628,1629,M,46,1974-08-21,VP Accounting,Financial Services,Mass Customer,N,No,14.0,Edsel-Lester,48
1629,1630,F,63,1984-09-16,Professor,Manufacturing,Mass Customer,N,No,16.0,Sonni-Lindstedt,38
1630,1631,M,11,1996-09-03,Speech Pathologist,Financial Services,Affluent Customer,N,No,1.0,Towny-Beebee,26
1631,1632,M,43,1985-08-12,Electrical Engineer,Manufacturing,High Net Worth,N,Yes,3.0,Orbadiah-Kennicott,37
1632,1633,F,16,1964-07-08,Mechanical Systems Engineer,Property,High Net Worth,N,Yes,14.0,Ashia-Muzzi,58
1633,1634,F,20,1970-08-31,Director of Sales,Manufacturing,Affluent Customer,N,No,12.0,Jordana-Beach,52
1634,1635,F,36,1971-09-02,Safety Technician IV,Financial Services,Mass Customer,N,No,7.0,Indira-Robotham,51
1635,1636,F,65,1980-05-12,Chemical Engineer,Manufacturing,High Net Worth,N,Yes,5.0,Karly-Ackenhead,42
1636,1637,M,78,1969-02-07,Statistician II,Manufacturing,High Net Worth,N,No,6.0,Timothee-Mervyn,53
1637,1638,M,55,1992-05-12,Speech Pathologist,Financial Services,Mass Customer,N,Yes,10.0,Zachery-Monkhouse,30
1640,1641,M,29,1972-09-01,Community Outreach Specialist,Financial Services,Mass Customer,N,No,14.0,Vasily-Sturgeon,50
1641,1642,M,97,1982-10-11,Systems Administrator II,Manufacturing,Affluent Customer,N,Yes,3.0,Nollie-Matteoli,40
1643,1644,M,57,1969-12-01,Speech Pathologist,Health,Mass Customer,N,No,10.0,Gaby-Harriot,53
1645,1646,F,39,1994-06-20,Senior Financial Analyst,Financial Services,Mass Customer,N,Yes,1.0,Emmye-Flacke,28
1647,1648,F,22,1981-06-09,VP Accounting,Financial Services,Mass Customer,N,No,8.0,Prissie-Dyde,41
1648,1649,M,6,1962-07-17,Chief Design Engineer,Property,Mass Customer,N,No,7.0,Brenden-Dinley,60
1650,1651,F,9,1996-11-25,Web Designer I,Telecommunications,Mass Customer,N,Yes,4.0,Idalina-nan,26
1651,1652,F,53,1981-09-24,Operator,Manufacturing,High Net Worth,N,Yes,7.0,Ulrikaumeko-Heffernon,41
1653,1654,F,67,1989-03-05,Professor,IT,High Net Worth,N,Yes,9.0,Melli-Sperwell,33
1654,1655,M,38,1983-02-15,Electrical Engineer,Manufacturing,Affluent Customer,N,Yes,13.0,Prinz-Codman,39
1655,1656,M,59,1977-07-22,Chief Design Engineer,Financial Services,Mass Customer,N,Yes,7.0,Constantin-Rodrigues,45
1656,1657,M,11,1977-03-08,Computer Systems Analyst III,Financial Services,Mass Customer,N,No,5.0,Stanwood-Troillet,45
1657,1658,F,17,1993-12-05,Sales Representative,Retail,Mass Customer,N,Yes,5.0,Selina-Clow,29
1658,1659,F,75,1989-11-14,Software Consultant,Property,High Net Worth,N,Yes,13.0,Olva-Sheehy,33
1659,1660,M,85,1980-03-16,Internal Auditor,Retail,Affluent Customer,N,No,15.0,Justinian-Jekyll,42
1660,1661,F,21,1979-06-02,Administrative Assistant IV,Health,Affluent Customer,N,No,10.0,Meggy-Delgadillo,43
1661,1662,F,40,1956-04-01,Electrical Engineer,Manufacturing,High Net Worth,N,No,11.0,Xenia-Willmett,66
1662,1663,F,68,1978-01-30,VP Quality Control,Property,High Net Worth,N,Yes,9.0,Analiese-Grimsditch,44
1663,1664,M,11,1975-12-30,Chemical Engineer,Manufacturing,Affluent Customer,N,Yes,9.0,Karlis-Alner,47
1664,1665,M,48,1977-11-18,Quality Engineer,Telecommunications,Mass Customer,N,No,11.0,Witty-Lauthian,45
1666,1667,M,67,1955-02-18,Geological Engineer,Manufacturing,High Net Worth,N,No,18.0,Jaime-Simonnin,67
1667,1668,F,75,1965-06-13,Financial Advisor,Financial Services,Mass Customer,N,No,8.0,Aurlie-Bolter,57
1668,1669,M,74,1978-03-18,VP Accounting,Financial Services,High Net Worth,N,Yes,21.0,Jabez-Glasspoole,44
1669,1670,F,30,1978-08-12,Web Designer II,Retail,Mass Customer,N,No,19.0,Gisella-Ravens,44
1670,1671,F,69,1957-01-23,Account Executive,Property,Mass Customer,N,Yes,14.0,Nerty-Renak,65
1671,1672,F,21,1963-04-27,Design Engineer,IT,Affluent Customer,N,Yes,9.0,Sharla-Creebo,59
1672,1673,F,45,1978-11-09,Professor,Financial Services,Affluent Customer,N,Yes,21.0,Suzie-Dahle,44
1673,1674,F,97,1977-10-26,Civil Engineer,Manufacturing,High Net Worth,N,No,20.0,Rahal-Woodman,45
1674,1675,M,76,1955-08-14,Engineer I,Manufacturing,Affluent Customer,N,Yes,14.0,Luke-Wombwell,67
1675,1676,M,63,1975-03-31,Information Systems Manager,Health,Mass Customer,N,No,13.0,Ozzy-Olerenshaw,47
1676,1677,F,56,1958-05-28,Editor,Health,Affluent Customer,N,Yes,16.0,Petrina-Pollins,64
1678,1679,F,92,1975-11-03,Programmer II,Health,Mass Customer,N,Yes,13.0,Arabel-Kayser,47
1679,1680,F,5,1998-07-28,Desktop Support Technician,Property,Mass Customer,N,Yes,4.0,Loise-Austins,24
1681,1682,F,93,1960-04-25,Structural Engineer,Manufacturing,Affluent Customer,N,Yes,6.0,Gerladina-Cuddon,62
1683,1684,F,96,1979-07-10,Environmental Tech,Manufacturing,Mass Customer,N,No,6.0,Janie-Stonehewer,43
1684,1685,F,32,1972-03-16,Budget/Accounting Analyst III,IT,Mass Customer,N,No,8.0,Marya-Milington,50
1685,1686,M,95,1980-07-06,Account Representative IV,Argiculture,Mass Customer,N,Yes,16.0,Fremont-Trundle,42
1688,1689,M,48,1995-06-18,Quality Control Specialist,Financial Services,Mass Customer,N,Yes,4.0,Teodor-Larwell,27
1689,1690,M,6,1988-12-19,Food Chemist,Health,Affluent Customer,N,Yes,16.0,Torey-Kensall,34
1691,1692,F,85,1967-04-07,Senior Quality Engineer,Health,Mass Customer,N,Yes,17.0,Harriette-De Matteis,55
1692,1693,M,79,1965-11-06,Accountant I,Health,Affluent Customer,N,No,4.0,Ring-Birchall,57
1695,1696,M,48,1991-06-07,Librarian,Entertainment,High Net Worth,N,No,2.0,Mose-Middler,31
1696,1697,F,44,1969-03-29,Occupational Therapist,Health,Mass Customer,N,Yes,12.0,Eddi-Mansbridge,53
1698,1699,M,33,1958-05-08,Nuclear Power Engineer,Manufacturing,Mass Customer,N,Yes,8.0,Poul-Dumphy,64
1699,1700,F,28,1969-09-18,Electrical Engineer,Manufacturing,High Net Worth,N,Yes,14.0,Rana-Streets,53
1701,1702,M,14,1956-04-03,Research Nurse,Health,Mass Customer,N,No,17.0,Bryn-Whisby,66
1702,1703,F,14,1991-04-01,Product Engineer,Telecommunications,Mass Customer,N,Yes,3.0,Nerita-Keppie,31
1703,1704,M,96,1962-10-22,Analyst Programmer,IT,High Net Worth,N,No,12.0,Tremain-Breadon,60
1704,1705,F,1,1979-08-14,Research Associate,Financial Services,Mass Customer,N,Yes,9.0,Nelle-Haworth,43
1706,1707,M,18,1994-01-02,Cost Accountant,Financial Services,High Net Worth,N,No,7.0,Alfonso-Readett,28
1707,1708,F,39,1988-12-30,Marketing Manager,Property,High Net Worth,N,No,20.0,Wenona-Mahaddie,34
